PDB,Ligand,Chain,Number,Resolution(A),Ligand Occupation Factor,Ki(M),log(Ki),pKi,RMSD(A),Torsions,Q,Average Q,Ligand B-factor(A2),Receptor B-factor(A2),B-factor ratio (Ligand/Receptor),C,N,O,P,S,F,Cl,Br,Affinity(kcal/mol),Gauss 1,Gauss 2,Repulsion,Hydrophobic,Hydrogen,Torsional
5MLJ,9ST,A,902,1.8,1.0,1.4e-09,-8.853871964321762,8.853871964321762,ND,3,1.0020000000000002,0.04008000000000001,13.247599999999998,16.56092948717948,0.799930946524199,17,4,1,0,0,0,0,0,-7.157,85.599,1016.956,2.624,30.777,1.643,0.6020599913279624
5G2B,LQY,A,1003,1.8,1.0,1.0000000000000001e-07,-7.0,7.0,ND,7,-2.7755575615628914e-17,-6.454785026890445e-19,48.538604651162785,39.58109859154938,1.226307666496297,31,4,4,0,0,0,0,0,-9.904,83.533,1783.877,2.177,67.289,1.305,0.9030899869919435
6EN5,BJ2,A,702,1.7,1.0,1.145e-08,-7.941194513324093,7.941194513324093,ND,14,-1.0000000000000002,-0.02941176470588236,19.878529411764713,30.283755545420565,0.6564089906864505,18,4,8,0,0,0,0,0,-7.338,102.266,1513.202,5.347,23.991,8.341,1.1760912590556813
5U8F,82G,A,501,1.3,1.0,1.1000000000000001e-08,-7.958607314841775,7.958607314841775,ND,3,2.002,0.0715,14.688928571428573,15.840474852486661,0.9273035504439239,24,3,0,0,0,1,0,0,-10.155,109.17,1330.126,2.072,71.69,0.0,0.6020599913279624
5L8A,6RB,A,101,1.5,1.0,1.23e-05,-4.910094888560602,4.910094888560602,ND,9,0.0020000000000001406,5.263157894737212e-05,14.061842105263155,19.56068386568384,0.7188829491760489,28,4,3,0,0,0,0,0,-10.433,106.839,1678.775,0.616,90.344,0.0,1.0
5NIH,8VE,B,303,1.3,1.0,1.34e-07,-6.872895201635193,6.872895201635193,ND,2,-0.9969999999999999,-0.05538888888888888,5.621666666666666,14.340190152121687,0.3920217658923385,8,3,4,0,0,0,0,0,-7.912,82.496,912.297,4.195,2.049,7.356,0.47712125471966244
5THJ,0TR,A,302,1.5,1.0,0.0013499999999999999,-2.869666231504994,2.869666231504994,ND,1,2.7755575615628914e-17,2.7755575615628915e-18,15.790000000000001,10.691976744186066,1.4768083000728622,7,0,2,0,0,0,0,0,-3.035,25.501,554.93,2.597,15.972,1.331,0.3010299956639812
5U8A,82D,A,501,1.4,1.0,1.3e-08,-7.886056647693163,7.886056647693163,ND,4,2.0010000000000003,0.07411111111111113,16.580000000000002,15.395397583590883,1.0769452305455054,22,3,0,0,0,1,0,0,-9.032,104.162,1261.21,1.991,63.307,0.0,0.6989700043360189
5ULN,8JS,A,303,1.3,1.0,1.42e-08,-7.847711655616943,7.847711655616943,ND,6,-0.0020000000000000018,-8.000000000000007e-05,14.397999999999998,13.313156847133758,1.0814865448760786,13,3,2,0,2,1,0,0,-6.447,62.152,929.716,1.972,34.985,2.859,0.8450980400142568
6B96,CZV,A,1003,1.8,1.0,1.4300000000000002e-08,-7.844663962534938,7.844663962534938,ND,3,0.0010000000000000564,3.44827586206916e-05,24.168965517241375,33.59213451589047,0.7194828749512316,15,5,0,0,0,3,0,0,-9.343,82.399,1204.372,0.677,58.469,0.0,0.6020599913279624
6EO9,2OJ,H,307,1.8,1.0,1.6e-07,-6.795880017344075,6.795880017344075,ND,21,1.0,0.01639344262295082,56.61327868852459,30.111324573863588,1.8801324581272159,40,3,14,0,1,0,0,0,-5.323,105.983,1748.533,3.393,31.057,0.68,1.3424226808222062
5UF0,89J,A,501,1.3,1.0,0.00015999999999999999,-3.7958800173440754,3.7958800173440754,ND,2,-5.551115123125783e-17,-3.0839528461809902e-18,19.22555555555556,22.615797773654915,0.8500940691091322,12,3,1,0,0,0,0,0,-5.576,34.43,767.092,0.548,21.038,0.947,0.47712125471966244
5UGA,8BM,A,9001,1.8,1.0,1.61e-07,-6.79317412396815,6.79317412396815,ND,6,2.0010000000000003,0.05002500000000001,30.436249999999994,28.299971202303777,1.0754869601253274,25,9,1,0,0,0,0,0,-8.03,82.581,1582.871,2.268,24.228,0.586,0.8450980400142568
5LJQ,ANV,A,302,1.0,1.0,1e-09,-9.0,9.0,ND,6,0.0020000000000000434,7.407407407407569e-05,12.326296296296293,11.143817377312953,1.1061107589030201,15,4,3,0,1,0,0,0,-6.776,59.365,971.198,1.297,28.587,2.817,0.8450980400142568
5UPF,8HV,A,901,1.6,1.0,2.5e-09,-8.602059991327963,8.602059991327963,ND,4,1.1102230246251565e-16,3.3643121958338078e-18,17.01969696969697,22.59879995584014,0.7531239270649246,24,3,3,0,0,1,0,0,-14.326,143.775,1872.854,2.989,92.676,1.789,0.6989700043360189
5U6D,7XG,A,501,1.6,1.0,2.6e-09,-8.585026652029182,8.585026652029182,ND,7,2.0029999999999992,0.057228571428571406,21.093999999999998,20.210609721832032,1.04370923442323,25,5,1,0,0,1,0,0,-8.452,105.999,1389.875,2.088,66.079,0.0,0.9030899869919435
5MJN,7O8,A,302,1.1,1.0,2.9e-09,-8.537602002101044,8.537602002101044,ND,5,0.0019999999999999463,9.999999999999731e-05,28.341000000000008,15.864860830980266,1.7864007949352343,11,1,2,0,3,0,0,0,-6.2,57.334,825.799,1.93,32.599,3.012,0.7781512503836436
5N0D,8F2,A,302,1.7,1.0,3.3e-09,-8.481486060122112,8.481486060122112,ND,6,-0.0019999999999998352,-5.882352941175986e-05,17.296176470588232,11.984628526023036,1.4431967109395065,22,2,5,0,1,0,0,0,-9.016,72.056,1313.061,2.888,44.198,4.38,0.8450980400142568
5TP0,BRN,A,306,1.2,1.0,3.66e-06,-5.436518914605589,5.436518914605589,ND,4,-0.0020000000000000018,-0.00011111111111111121,9.334444444444443,11.090492040520992,0.84166188572513,7,4,0,0,0,0,0,0,-5.922,67.873,679.611,2.309,2.223,4.506,0.6989700043360189
5N0E,8F3,A,302,1.7,1.0,3.6000000000000004e-09,-8.443697499232712,8.443697499232712,ND,6,-0.0019999999999998352,-5.882352941175986e-05,12.891764705882354,10.956852445870076,1.1765938046141706,22,2,5,0,1,0,0,0,-8.24,65.501,1229.119,1.83,36.357,2.85,0.8450980400142568
5VOJ,9H4,A,1201,1.8,1.0,3.6000000000000004e-09,-8.443697499232712,8.443697499232712,ND,10,-2.8449465006019636e-16,-4.821943221359261e-18,10.822203389830507,17.04452986725663,0.6349370427999006,37,6,9,0,1,0,0,0,-11.213,156.363,1924.353,5.066,54.226,6.563,1.041392685158225
5G57,6M5,A,1931,1.7,1.0,3.98e-09,-8.400116927926312,8.400116927926312,ND,11,-0.0020000000000000677,-4.1666666666668075e-05,33.865833333333335,32.65844600938973,1.0369701400855529,33,6,4,0,0,0,0,0,-8.569,96.17,1680.92,0.561,50.445,0.478,1.0791812460476249
5O07,1VQ,A,302,1.8,1.0,3.38e-08,-7.471083299722345,7.471083299722345,ND,6,-0.997,-0.05247368421052632,13.482105263157893,12.41609028617493,1.0858575406921733,6,4,5,0,1,0,0,0,-4.676,53.695,827.916,3.307,3.009,4.127,0.8450980400142568
5MFS,7ML,A,1002,1.5,1.0,3.3e-07,-6.481486060122113,6.481486060122113,ND,4,0.999,0.03996,13.870399999999997,19.149796110783733,0.7243105837659141,17,1,2,0,0,0,0,0,-10.104,86.299,1175.733,4.899,41.799,7.979,0.6989700043360189
6EQU,BVE,A,302,1.6,1.0,4.1900000000000003e-07,-6.377785977033705,6.377785977033705,ND,8,0.004999999999999969,0.00013157894736842024,25.115000000000002,14.52241406558674,1.7293956697952955,31,2,2,0,1,0,0,0,-8.27,86.518,1538.684,3.286,47.301,2.669,0.9542425094393249
5TFX,7B1,A,303,1.5,1.0,6.09e-08,-7.215382707367125,7.215382707367125,ND,7,1.1102230246251565e-16,4.11193712824132e-18,11.141481481481483,13.233000798084577,0.8419467097057961,14,3,4,0,1,0,0,0,-6.771,72.874,933.098,2.582,44.553,3.546,0.9030899869919435
5U69,LQD,A,501,1.2,1.0,6.000000000000001e-07,-6.221848749616356,6.221848749616356,ND,5,2.0020000000000002,0.07414814814814816,17.855925925925927,16.02955605507164,1.1139376452210874,23,3,1,0,0,0,0,0,-8.741,106.628,1265.616,1.794,59.78,0.0,0.7781512503836436
5TI0,7CZ,A,302,1.4,1.0,6.1e-05,-4.214670164989233,4.214670164989233,ND,1,0.0,0.0,16.264000000000003,13.042581292653555,1.246992419296705,7,0,1,0,1,0,0,0,-3.897,32.069,528.232,1.116,12.1,0.818,0.3010299956639812
5TKS,7DL,A,301,1.5,1.0,6.8e-08,-7.167491087293763,7.167491087293763,ND,7,-0.0030000000000000304,-6.122448979591899e-05,14.95367346938776,21.99890893092827,0.6797461417899862,29,8,3,0,0,0,0,0,-10.824,171.551,1911.297,4.811,27.213,3.132,0.9030899869919435
5ULA,5MJ,A,201,1.5,1.0,7.7e-08,-7.113509274827518,7.113509274827518,ND,5,6.245004513516506e-17,2.2303587548273236e-18,17.832500000000003,20.776558441558414,0.8582990320634845,20,2,3,0,0,0,0,0,-6.253,53.491,887.8,1.467,44.324,1.784,0.7781512503836436
5L87,6RD,A,101,0.8,1.0,8.429999999999999e-06,-5.074172425375258,5.074172425375258,ND,5,0.0030000000000001675,8.10810810810856e-05,9.241621621621624,9.535831960461275,0.9691468620609566,28,5,1,0,0,0,0,0,-9.133,92.144,1269.028,0.83,68.003,0.0,0.7781512503836436
5VJN,IR8,A,201,1.7,1.0,8.7e-06,-5.060480747381382,5.060480747381382,ND,8,-2.0040000000000004,-0.08713043478260872,30.473913043478255,22.170468848332312,1.3745272259215455,6,1,10,2,0,0,0,0,-5.075,54.948,803.342,4.734,0.0,8.216,0.9542425094393249
5UEZ,89G,A,501,1.5,1.0,9.7e-07,-6.013228265733755,6.013228265733755,ND,4,0.0010000000000000009,4.1666666666666706e-05,22.520000000000007,25.294599078341008,0.890308635857494,18,2,3,0,0,0,0,0,-6.537,51.842,974.045,0.649,28.427,0.846,0.6989700043360189
6GBX,S77,A,403,1.7,1.0,2e-08,-7.698970004336019,7.698970004336019,ND,3,-0.0029999999999999923,-0.00010344827586206869,12.874827586206894,16.153191893603598,0.7970454180826712,18,6,0,0,0,1,0,0,-7.613,83.451,1133.913,2.309,38.351,0.673,0.6020599913279624
5XVA,8FU,A,601,1.8,1.0,5.0999999999999993e-08,-7.292429823902063,7.292429823902063,ND,3,0.998,0.02935294117647059,17.215,26.623410138248857,0.6466113811343744,18,7,1,0,0,0,0,0,-8.331,92.431,1276.425,4.293,21.003,4.135,0.6020599913279624
5Y0G,8JL,A,200,1.5,1.0,2e-07,-6.698970004336019,6.698970004336019,ND,5,-0.9980000000000001,-0.03696296296296297,16.170370370370375,19.669528875379918,0.8221025766718087,18,1,5,0,1,1,0,0,-9.186,72.521,1418.776,1.969,48.771,2.507,0.7781512503836436
6EBE,J3V,A,302,1.8,1.0,2e-07,-6.698970004336019,6.698970004336019,ND,7,-1.0010000000000003,-0.030333333333333344,40.22666666666667,24.18358202968307,1.6633874426580901,14,4,6,0,1,3,0,0,-6.828,65.31,1241.143,3.662,22.742,4.141,0.9030899869919435
6DAR,G2J,A,401,1.8,1.0,2.19e-07,-6.6595558851598815,6.6595558851598815,ND,7,0.004000000000000035,0.00012903225806451725,16.335806451612903,15.496863905325446,1.0541362788892505,25,3,2,0,0,0,0,0,-8.255,132.666,1449.043,5.142,60.706,1.998,0.9030899869919435
5Y0F,8JO,A,200,1.5,1.0,2.0999999999999997e-07,-6.6777807052660805,6.6777807052660805,ND,5,-0.9990000000000001,-0.037000000000000005,15.452222222222222,19.204452107279693,0.8046166657555859,18,1,5,0,1,1,0,0,-9.078,71.002,1419.495,2.433,49.731,2.96,0.7781512503836436
6APS,SV2,A,301,1.7,1.0,2.1999999999999998e-07,-6.657577319177793,6.657577319177793,ND,10,-3.0009999999999994,-0.10003333333333332,20.779000000000003,24.21122866894193,0.8582381457846137,11,5,9,2,0,0,0,0,-6.102,112.031,1208.654,8.299,1.672,10.282,1.041392685158225
6BU3,3GK,A,301,1.1,1.0,2.8e-07,-6.552841968657781,6.552841968657781,ND,4,-0.0020000000000001406,-5.882352941176884e-05,6.762647058823529,9.492899958660594,0.7123900060332784,16,7,1,0,0,3,0,0,-8.718,95.322,1233.069,3.461,20.287,4.876,0.6989700043360189
6EEH,J4D,A,302,1.6,1.0,2.9e-07,-6.537602002101044,6.537602002101044,ND,6,-0.9970000000000001,-0.02932352941176471,24.119411764705884,20.127566371681425,1.1983272751066818,13,4,6,0,1,5,0,0,-8.089,86.928,1331.98,4.661,16.906,5.845,0.8450980400142568
6EEO,J6V,A,302,1.7,1.0,3.7e-07,-6.431798275933005,6.431798275933005,ND,6,-1.0010000000000001,-0.03229032258064517,39.98354838709678,24.653849557522143,1.6217973705813171,14,4,6,0,1,1,0,0,-7.412,69.518,1228.261,3.103,20.251,3.934,0.8450980400142568
6H36,FKE,A,302,1.8,1.0,4.5000000000000005e-10,-9.346787486224656,9.346787486224656,ND,4,3.469446951953614e-17,1.3344026738283132e-18,19.796538461538457,22.988239520958054,0.86115939602466,18,2,3,0,1,0,0,0,-7.895,62.521,1065.469,1.513,28.821,2.991,0.6989700043360189
5N9K,8QK,A,401,1.6,1.0,4.6000000000000007e-10,-9.337242168318426,9.337242168318426,ND,5,-5.551115123125783e-17,-1.8503717077085942e-18,35.46066666666666,33.385648854961815,1.0621529873724906,20,1,4,0,0,0,0,0,-10.65,94.756,1449.658,2.229,66.111,2.351,0.7781512503836436
5Y12,8JX,A,201,1.7,1.0,5.9e-07,-6.229147988357856,6.229147988357856,ND,8,-1.0,-0.041666666666666664,15.10125,17.44170881226052,0.865812528035366,16,1,5,0,1,0,0,0,-6.78,64.477,1251.488,2.801,38.833,3.076,0.9542425094393249
6H33,FKQ,A,302,1.5,1.0,6e-10,-9.221848749616356,9.221848749616356,ND,5,0.0010000000000000304,3.57142857142868e-05,13.838214285714287,11.844293089753778,1.1683444660522124,18,2,4,0,1,0,0,0,-7.554,55.194,1061.113,1.472,38.562,2.532,0.7781512503836436
6APT,45T,A,301,1.8,1.0,8.9e-07,-6.050609993355088,6.050609993355088,ND,11,-3.0020000000000002,-0.09683870967741937,22.96870967741935,27.683445611866485,0.8296911446447198,12,5,9,2,0,0,0,0,-6.459,117.301,1186.452,8.503,0.0,12.183,1.0791812460476249
5Y13,8K0,A,201,1.7,1.0,1.16e-06,-5.935542010773082,5.935542010773082,ND,7,-1.0010000000000001,-0.043521739130434785,24.343478260869563,18.304811393379488,1.3298950607966467,15,1,4,0,1,0,0,0,-6.359,61.805,1187.543,3.674,45.655,2.992,0.9030899869919435
5NW7,9C2,A,502,1.8,1.0,1.6999999999999998e-06,-5.769551078621726,5.769551078621726,ND,10,-1.5010000000000001,-0.06822727272727273,18.185454545454544,34.12831697390477,0.5328552989987618,5,2,8,1,0,0,0,0,-6.527,82.778,1003.933,9.33,0.0,15.19,1.041392685158225
6F9R,D0W,A,710,1.8,1.0,1.0599999999999998e-05,-4.97469413473523,4.97469413473523,ND,15,-3.001000000000001,-0.07145238095238098,35.173809523809524,37.13705867665434,0.9471350391548649,25,3,10,0,0,0,0,0,-8.381,127.148,1922.999,7.415,45.111,8.73,1.2041199826559248
5ZA7,HMX,U,301,1.7,1.0,1.356e-06,-5.867740310468956,5.867740310468956,ND,3,0.9989999999999997,0.03329999999999999,18.93266666666667,30.128548048678137,0.6283962518232711,12,7,1,0,0,0,0,0,-8.603,82.547,1065.819,2.963,1.041,6.023,0.6020599913279624
5WLT,86B,A,302,1.5,1.0,1.555e-07,-6.808269606637143,6.808269606637143,ND,9,1.001,0.041708333333333326,14.4275,16.97497594226143,0.8499275668533258,12,2,4,0,1,0,0,0,-5.288,48.923,849.72,1.004,24.27,2.365,1.0
5ZAE,EAU,U,301,1.7,1.0,1.5600000000000002e-07,-6.806875401645538,6.806875401645538,ND,4,0.9989999999999997,0.02938235294117646,17.941470588235298,27.119471254720942,0.6615715483432243,16,7,2,0,0,0,0,0,-8.779,101.334,1188.082,3.677,2.079,5.953,0.6989700043360189
5N9L,8QH,A,401,1.7,1.0,1.5000000000000002e-08,-7.823908740944319,7.823908740944319,ND,3,0.0009999999999998621,3.571428571428079e-05,36.21321428571428,33.6573899001762,1.0759364999222563,20,1,3,0,0,0,0,0,-10.737,96.935,1448.485,3.535,67.318,2.573,0.6020599913279624
5ZAF,28I,U,301,1.6,1.0,1.66e-07,-6.779891911959945,6.779891911959945,ND,4,0.9999999999999998,0.029411764705882346,20.71176470588235,27.923388185653902,0.74173537137314,16,7,2,0,0,0,0,0,-8.721,89.085,1155.719,2.392,1.391,5.088,0.6989700043360189
6EJ2,B7E,A,901,1.4,1.0,1.6e-08,-7.795880017344075,7.795880017344075,ND,3,0.0009999999999999731,3.030303030302949e-05,23.556060606060612,35.259510763209384,0.6680767854169879,22,4,2,0,0,0,0,0,-10.633,80.877,1400.879,3.511,51.337,4.811,0.6020599913279624
6F9V,D0Z,A,702,1.6,1.0,1.7190000000000002e-07,-6.764724123312948,6.764724123312948,ND,22,-0.9989999999999998,-0.02171739130434782,27.51130434782608,36.66811698050321,0.7502786238642717,26,4,9,0,1,0,0,0,-7.494,136.531,2007.993,5.905,39.86,7.589,1.3617278360175928
5ZA9,50I,U,301,1.6,1.0,1.83e-07,-6.73754891026957,6.73754891026957,ND,4,1.001,0.026342105263157892,23.710789473684212,28.614314056563956,0.8286338588027448,20,7,2,0,0,0,0,0,-1.813,104.774,1287.359,13.986,8.065,4.97,0.6989700043360189
5G5V,8Z4,A,1936,1.8,1.0,1.9900000000000002e-07,-6.701146923590294,6.701146923590294,ND,6,5.551115123125783e-17,1.460819769243627e-18,30.33263157894736,19.642546728971933,1.5442311018768253,29,3,4,0,0,0,0,0,-10.538,88.927,1749.617,1.589,66.787,0.374,0.8450980400142568
6H29,FK8,A,302,1.4,1.0,2.4e-06,-5.619788758288394,5.619788758288394,ND,3,6.418476861114186e-17,4.937289893164759e-18,14.715384615384616,11.31316706254949,1.300730779809453,8,1,2,0,0,0,0,0,-4.958,41.751,645.089,2.349,32.7,2.752,0.6020599913279624
6FNR,DYT,A,403,1.8,1.0,2.6e-06,-5.585026652029182,5.585026652029182,ND,3,-1.0,-0.07692307692307693,23.80461538461538,28.639618396933788,0.8311778130103838,6,2,2,0,0,0,0,0,-4.231,45.753,670.493,3.429,4.192,4.067,0.6020599913279624
5NXG,RA1,A,302,1.2,1.0,2.8e-09,-8.55284196865778,8.55284196865778,ND,5,-1.0010000000000001,-0.038500000000000006,17.668076923076917,16.954653908794825,1.0420783000419738,13,3,5,0,1,0,0,0,-6.465,57.788,891.788,1.57,28.266,2.698,0.7781512503836436
6EE6,J4P,A,1102,1.5,1.0,2.16e-07,-6.665546248849069,6.665546248849069,ND,6,-0.002999999999999975,-9.374999999999922e-05,11.578124999999998,18.55890299184044,0.6238582638796273,21,2,3,0,0,3,0,0,-11.346,121.08,1690.89,6.951,68.293,8.217,0.8450980400142568
6CVX,FH4,A,1201,1.7,1.0,2.1000000000000003e-08,-7.6777807052660805,7.6777807052660805,ND,15,-0.004000000000000031,-6.666666666666718e-05,10.590333333333328,14.053173789173776,0.7535901492580889,39,6,9,0,1,0,0,0,-9.425,156.332,1906.767,4.385,52.087,6.329,1.2041199826559248
6DJC,CF6,A,501,1.4,1.0,2.3280000000000002e-07,-6.633017024022149,6.633017024022149,ND,17,0.0020000000000000642,2.777777777777867e-05,9.284305555555557,21.82980343511452,0.42530412988608074,48,10,2,0,2,0,0,0,-5.735,73.065,1312.99,0.529,63.562,0.0,1.255272505103306
6F3B,CJK,A,302,1.4,1.0,2.7330000000000005e-07,-6.56336036830734,6.56336036830734,ND,6,1.1102230246251565e-16,3.96508223080413e-18,20.94178571428571,23.819555827220814,0.8791845602071887,15,3,4,0,1,0,0,0,-6.824,73.249,1076.366,2.907,28.578,3.052,0.8450980400142568
6EA2,J1G,A,1102,1.3,1.0,2.85e-07,-6.54515513999149,6.54515513999149,ND,6,-2.7755575615628914e-17,-8.953411488912552e-19,12.296451612903224,18.62164189189196,0.6603312255863547,20,2,3,0,0,3,0,0,-11.155,117.858,1637.472,6.809,67.364,8.332,0.8450980400142568
6AQS,IM5,A,302,1.5,1.0,2.8000000000000003e-08,-7.552841968657781,7.552841968657781,ND,6,1.0,0.037037037037037035,24.455185185185183,23.931917872141952,1.0218648298827877,12,5,3,0,0,0,0,0,-6.464,81.762,1105.267,2.953,4.081,2.629,0.8450980400142568
5WLV,42G,A,302,1.4,1.0,3.0000000000000004e-09,-8.522878745280337,8.522878745280337,ND,13,1.002,0.027833333333333335,34.45055555555555,17.76095429029666,1.9396793095952576,21,3,5,0,1,0,0,0,-5.109,54.688,887.231,1.41,33.271,3.308,1.146128035678238
6CVY,FHD,A,1205,1.8,1.0,3.9e-09,-8.4089353929735,8.4089353929735,ND,21,-3.469446951953614e-17,-5.880418562633244e-19,8.749322033898304,13.674551101072863,0.6398251737281423,36,6,9,0,1,0,0,0,-7.907,163.044,1909.658,4.996,53.974,6.509,1.3424226808222062
6D9X,FZM,A,502,1.8,1.0,0.000323,-3.490797477668897,3.490797477668897,ND,1,2.2551405187698492e-17,1.5034270125132329e-18,44.12733333333334,45.13886441844457,0.9775906838121985,12,2,0,0,0,0,0,0,-6.508,73.176,861.783,3.088,43.54,0.999,0.3010299956639812
5NY3,9E8,A,302,1.4,1.0,3.39e-08,-7.4698003017969175,7.4698003017969175,ND,6,0.0019999999999999914,7.407407407407375e-05,35.99666666666667,18.61992288961037,1.9332339279853978,15,3,3,0,1,0,0,0,-6.639,56.086,967.474,1.551,34.14,2.769,0.8450980400142568
6C5F,7L9,B,201,1.4,1.0,3.2999999999999996e-05,-4.481486060122113,4.481486060122113,ND,4,-3.002,-0.13645454545454544,16.06818181818182,14.39211087420042,1.1164576175539307,14,1,6,0,0,0,0,0,-5.31,57.871,853.749,4.203,28.708,4.088,0.6989700043360189
6C7W,LMS,A,302,1.2,1.0,3.4100000000000004e-06,-5.467245621007502,5.467245621007502,ND,8,0.0030000000000000304,9.375000000000095e-05,6.990000000000001,14.073515127388546,0.4966776201062038,10,6,6,0,1,0,0,0,-6.202,65.714,1019.137,2.188,0.0,3.994,0.9542425094393249
6CEH,EZ1,A,302,1.4,1.0,3.65e-08,-7.437707135543525,7.437707135543525,ND,5,0.0010000000000000018,6.250000000000011e-05,7.761875,10.219785031847122,0.7594949380845362,9,1,2,0,1,0,0,0,-5.816,49.828,728.949,1.268,28.265,2.822,0.7781512503836436
6CB5,EV7,A,201,1.7,1.0,4.2999999999999995e-06,-5.366531544420414,5.366531544420414,ND,4,-1.0,-0.037037037037037035,28.754814814814818,22.62232247557001,1.271081465922313,20,2,3,0,0,0,0,0,-9.654,96.827,1246.48,4.802,81.173,4.801,0.6989700043360189
6DAS,G2D,A,401,1.8,1.0,4.940000000000001e-09,-8.306273051076353,8.306273051076353,ND,4,1.1449174941446927e-16,3.693282239176428e-18,16.877741935483872,19.076478306508083,0.8847409707548539,24,3,2,0,0,0,0,0,-10.896,140.541,1476.569,4.286,79.014,1.998,0.6989700043360189
5NXO,9HK,A,302,1.2,1.0,4.900000000000001e-09,-8.309803919971486,8.309803919971486,ND,5,-0.9990000000000001,-0.04540909090909091,12.412272727272727,13.180126427406197,0.9417415527565177,13,2,4,0,1,0,0,0,-7.068,62.818,913.283,1.59,41.759,2.704,0.7781512503836436
5ZAJ,32I,U,301,1.6,1.0,4.2000000000000006e-08,-7.376750709602099,7.376750709602099,ND,6,0.9999999999999998,0.02439024390243902,22.057560975609753,25.628522583368504,0.860664554652241,18,9,3,0,0,0,0,0,-8.555,100.42,1322.781,3.218,1.035,5.452,0.8450980400142568
6EAB,J2D,A,1102,1.8,1.0,4.3100000000000003e-07,-6.3655227298392685,6.3655227298392685,ND,6,-2.0816681711721685e-17,-6.505213034913027e-19,13.424687500000001,20.078615018148742,0.6686062503746218,20,2,4,0,0,3,0,0,-11.151,122.03,1683.794,6.782,61.783,7.941,0.8450980400142568
6EX1,N19,A,302,1.6,1.0,4.94e-08,-7.306273051076353,7.306273051076353,ND,5,1.0,0.034482758620689655,38.27758620689656,37.39002865916068,1.0237378140526894,18,3,3,0,1,0,0,0,-7.483,57.41,1145.385,2.52,28.89,3.883,0.7781512503836436
6AYO,C1Y,A,301,1.6,1.0,5.1e-09,-8.292429823902063,8.292429823902063,ND,5,0.9989999999999999,0.03842307692307692,9.822692307692307,20.714787708186766,0.47418744744413893,14,5,1,0,0,0,0,0,-9.114,114.785,1282.585,3.813,38.154,3.707,0.7781512503836436
6CVW,FH1,A,1206,1.7,1.0,7.1e-09,-8.148741651280925,8.148741651280925,ND,14,-0.005000000000000032,-8.620689655172469e-05,10.293275862068969,14.88241186345834,0.6916403037697575,37,6,9,0,1,0,0,0,-9.758,159.185,1900.809,4.419,52.372,6.321,1.1760912590556813
6DAK,G1Y,A,401,1.6,1.0,7.21e-06,-5.142064735280571,5.142064735280571,ND,4,0.0020000000000000608,7.692307692307926e-05,23.305000000000003,27.26416494133885,0.8547850282648551,20,3,1,0,0,0,0,0,-8.039,102.109,1229.839,4.093,53.884,1.86,0.6989700043360189
6H38,FKK,A,302,1.7,1.0,7.8e-09,-8.10790539730952,8.10790539730952,ND,5,0.9999999999999999,0.03571428571428571,18.498571428571427,21.136355289421157,0.87520157450372,18,3,3,0,1,1,0,0,-7.693,79.475,1034.629,2.086,31.146,3.294,0.7781512503836436
6B59,CQS,A,302,1.6,1.0,8.199999999999999e-09,-8.086186147616283,8.086186147616283,ND,8,0.002999999999999947,8.82352941176455e-05,26.238529411764713,17.64597032878903,1.4869417166001409,15,7,3,0,1,0,0,0,-6.352,59.849,1063.597,1.126,22.505,2.074,0.9542425094393249
6EVR,BZW,A,302,1.5,1.0,8.800000000000001e-09,-8.05551732784983,8.05551732784983,ND,5,0.0009999999999999792,3.333333333333264e-05,24.485333333333333,26.436621097735046,0.9261899712074442,20,3,4,0,1,0,0,0,-8.256,69.257,1218.275,2.066,33.369,3.249,0.7781512503836436
6EED,J6A,A,1102,1.5,1.0,8.12e-07,-6.090443970758825,6.090443970758825,ND,7,-0.0030000000000000027,-9.090909090909098e-05,11.545454545454541,18.60115115228199,0.6206849485247125,22,2,3,0,0,3,0,0,-11.065,123.549,1663.084,6.217,77.927,7.203,0.9030899869919435
6EAA,J1V,A,1102,1.6,1.0,8.18e-07,-6.087246696328677,6.087246696328677,ND,6,-3.469446951953614e-17,-1.0842021724855044e-18,13.941875000000003,19.72592319891246,0.7067793410433968,21,2,3,0,0,3,0,0,-11.611,122.537,1684.97,6.378,68.956,7.922,0.8450980400142568
6NE5,KJP,A,400,1.8,1.0,3e-11,-10.522878745280337,10.522878745280337,ND,8,-1.002,-0.019647058823529413,30.36392156862745,28.84229435757978,1.0527568019444953,39,5,4,0,0,0,0,0,-11.644,149.785,2050.312,4.759,105.17,1.614,0.9542425094393249
6NO9,KUV,A,504,1.7,1.0,3e-11,-10.522878745280337,10.522878745280337,ND,5,0.9990000000000001,0.02628947368421053,27.39210526315789,44.87925718551705,0.6103511283604216,20,7,1,0,1,3,0,0,-9.007,97.469,1675.387,3.774,29.696,1.527,0.7781512503836436
6OQC,N0S,A,501,1.8,1.0,4.0000000000000004e-11,-10.397940008672037,10.397940008672037,ND,1,-0.0009999999999999176,-2.380952380952185e-05,28.122142857142855,36.979446640316134,0.760480359013356,31,2,5,0,1,0,0,0,-16.479,121.381,1818.703,1.149,99.271,0.389,0.3010299956639812
6UDV,Q51,A,401,1.3,1.0,5.1e-11,-10.292429823902063,10.292429823902063,ND,1,8.326672684688674e-17,1.9364355080671335e-18,14.380232558139532,21.971062176165816,0.654507845038971,32,2,5,0,1,0,0,0,-16.483,118.886,1780.253,1.436,102.504,1.138,0.3010299956639812
